filename,umap_x,umap_y,cluster_id
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_TRITC_Day2.png,-8.044876,3.6744256,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_FITC_Day0.png,-3.928861,-4.4324923,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_FITC_Day1.png,-4.9191504,-4.584694,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_FITC_Day2.png,-6.856319,4.2576694,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_Hoechst.png,14.7565365,0.291854,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day0.png,-4.001802,-4.038568,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day2.png,-8.335301,1.9869919,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day1.png,-5.045248,-3.3551629,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day0.png,-3.1120167,-4.791139,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day1.png,-6.883551,-0.53312147,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day2.png,-8.063475,-0.8838932,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_Hoechst.png,14.57355,0.15868665,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_TRITC_Day0.png,-3.8424728,-3.694204,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_TRITC_Day1.png,-5.2330627,3.8616898,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_TRITC_Day2.png,-7.9831367,-2.3061893,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_FITC_Day0.png,-7.245948,-0.29194745,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_FITC_Day1.png,-7.696447,-0.5381409,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_FITC_Day2.png,-7.22177,3.7423828,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_Hoechst.png,16.63495,4.484211,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day0.png,-7.0045,0.54140365,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day1.png,-7.360454,0.20535582,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day2.png,-8.725427,2.1501987,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_FITC_Day0.png,-1.4008507,-6.8717027,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_FITC_Day1.png,-7.015991,-3.9126945,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_FITC_Day2.png,-6.7270074,4.2743363,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_Hoechst.png,16.58421,5.0864043,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day0.png,-1.3061851,-6.907111,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day1.png,-7.1035275,-3.4392617,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day2.png,-8.493356,1.8845195,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day0.png,-3.9488006,-4.782203,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day1.png,-6.6450047,-4.2657256,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day2.png,-8.825403,1.7219872,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_Hoechst.png,15.320564,1.804114,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day0.png,-4.287821,-4.0117,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day1.png,-6.88152,-3.809738,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day2.png,-9.098955,0.552723,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day0.png,-2.2044942,-5.883032,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day1.png,-5.513592,-3.529477,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day2.png,-8.360034,-1.1330508,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_Hoechst.png,14.436119,-0.31757027,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day0.png,-2.3127584,-5.650213,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day1.png,-5.6920533,-2.4140306,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day2.png,-7.9626236,-2.633968,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day0.png,-7.8305225,-2.1678026,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day1.png,-8.375011,2.981972,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day2.png,-8.114192,3.3189392,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_Hoechst.png,16.820139,6.0863953,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day0.png,-7.917105,-1.3279687,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day1.png,-7.7711225,3.8277473,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day2.png,-8.596607,2.7930362,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day0.png,-6.558461,-3.6760612,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day1.png,-4.6072855,-6.04284,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day2.png,-8.436468,0.60665685,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_Hoechst.png,16.83237,5.8277984,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day0.png,-6.476357,-3.6958063,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day1.png,-4.7764482,-5.8943157,1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day2.png,-8.623759,0.45128703,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day0.png,-3.7043655,-4.883744,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day1.png,-6.167895,-2.5158987,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day2.png,-3.9657288,-6.2116218,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_Hoechst.png,15.070583,1.7038584,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day0.png,-4.2781277,-3.2332277,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day1.png,-6.0267024,-3.7778847,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day2.png,-4.1768527,-6.089501,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day0.png,-4.5510864,-3.7875278,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day1.png,-6.97776,0.43711877,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day2.png,-8.608564,0.23881516,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_Hoechst.png,15.203088,1.6794311,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day0.png,-4.7373085,-3.3447108,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day2.png,-8.648659,0.8852977,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day1.png,-7.28614,-0.061906204,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day0.png,-4.288159,-5.7087626,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day1.png,-3.8228717,-6.3156996,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day2.png,-9.023611,0.43358296,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_Hoechst.png,16.9462,5.2112827,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day0.png,-5.419002,-3.7305305,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day1.png,-4.873102,-5.816059,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day2.png,-8.853185,1.1819277,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day0.png,-6.5186415,-1.629189,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day1.png,-8.238681,0.06290546,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day2.png,-8.912158,1.4124913,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_Hoechst.png,16.556585,5.836417,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day1.png,-8.336016,-0.91245776,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day0.png,-6.364446,-1.2870616,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day2.png,-8.617704,2.0283878,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day0.png,-2.9830368,-5.5299053,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day1.png,-5.8713136,-1.9897957,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day2.png,-4.13648,-6.3176675,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_Hoechst.png,14.931296,0.77691865,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day0.png,-2.961317,-5.410347,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day1.png,-5.843177,-2.1767118,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day2.png,-4.006983,-6.319781,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day0.png,-1.1581675,-6.7442093,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day1.png,-5.7157235,-2.9838011,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day2.png,-8.285393,2.0382576,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_Hoechst.png,15.264946,2.0010002,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day0.png,-1.1923233,-6.743897,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day1.png,-5.8949203,-2.89871,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day2.png,-7.9027553,2.4120684,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day0.png,-5.6162934,-3.5418267,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day1.png,-7.5947356,0.2027631,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day2.png,-8.45406,0.00582242,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_Hoechst.png,16.51155,4.644445,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day0.png,-5.384982,-3.6499531,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day1.png,-7.758987,0.118752755,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day2.png,-8.334599,0.011738969,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day0.png,-6.0291414,-4.261231,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day1.png,-5.542299,-4.8627634,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day2.png,-7.165174,-3.9138408,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_Hoechst.png,16.483425,5.2698274,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day0.png,-5.9922886,-4.171374,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day1.png,-5.769504,-4.835367,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day2.png,-7.291883,-3.6480298,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day0.png,-5.0633907,-2.5022593,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day1.png,-5.639089,2.7549806,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day2.png,-7.130026,3.981821,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day0.png,-4.6753073,4.755621,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_Hoechst.png,14.792827,0.7800422,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day1.png,-4.260764,7.7192693,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day2.png,-3.7029083,6.1408515,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day0.png,-5.2602687,-1.1349431,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day1.png,-2.196814,-6.2518115,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day2.png,-7.5560193,3.4562697,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_Hoechst.png,15.240628,1.5967048,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day0.png,-2.9596026,8.168456,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day1.png,-4.345123,-2.3134737,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day2.png,-4.774824,5.3328495,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day0.png,-6.983906,-0.682117,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day1.png,-7.252215,-3.3001218,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day2.png,-7.6170964,-0.18426919,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_Hoechst.png,16.793755,4.6444087,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day0.png,-4.999237,5.0521426,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day1.png,-7.079834,1.48041,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day2.png,-4.913274,5.1311455,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day0.png,-5.3283086,-3.87509,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day1.png,-7.855283,-2.3068218,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day2.png,-6.386247,4.933272,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_Hoechst.png,16.670837,4.7904325,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day0.png,-5.2741833,2.9627233,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day1.png,-6.5671005,3.687347,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day2.png,-3.9715466,6.3321323,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day0.png,-3.161208,-5.264189,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day1.png,-4.7851357,-4.118683,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day2.png,-7.6553116,3.7707024,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_Hoechst.png,14.999845,1.3243353,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day0.png,-3.813225,-3.9861915,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day1.png,-5.8049784,-1.3855878,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day2.png,-3.4285645,6.209633,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day0.png,-7.2907586,0.27800146,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day1.png,-6.1385174,-2.0017152,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day2.png,-8.105508,3.2215292,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_Hoechst.png,14.600622,0.19064155,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day0.png,-5.1595955,5.1149244,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day1.png,-5.182687,3.361073,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day2.png,-6.089436,5.148879,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day0.png,-6.799339,-0.9311828,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day1.png,-8.794102,-0.123694874,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day2.png,-8.687619,-0.75335956,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_Hoechst.png,16.195381,4.166469,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day0.png,-5.192726,4.772546,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day1.png,-7.6610656,2.0455256,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day2.png,-7.024844,3.6810596,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day0.png,-4.500044,-3.6822486,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day1.png,-8.661057,1.4740146,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day2.png,-8.195898,2.9362595,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day0.png,-5.1650004,-2.262908,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_Hoechst.png,16.321766,4.012119,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day1.png,-6.3804526,3.736268,1
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day2.png,-5.852661,4.769816,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day0.png,-2.7708755,-6.0842676,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day1.png,-8.348257,0.017726652,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day2.png,-7.712649,4.1419926,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_Hoechst.png,14.928942,0.6837809,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day0.png,-2.1661897,-6.578284,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day1.png,-8.17915,-0.55552614,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day2.png,-5.8915877,-4.7106223,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day0.png,-2.711996,-5.739203,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day1.png,-6.092689,-3.8905375,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day2.png,-8.571718,2.9714108,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_Hoechst.png,14.872121,0.7758379,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day0.png,-2.2541966,-6.3732147,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day1.png,-3.3315053,-6.3708982,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day2.png,-8.644833,2.8321347,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day0.png,-7.268302,-0.35218158,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day1.png,-7.018763,-1.5084345,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day2.png,-8.587745,1.581707,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_Hoechst.png,16.635662,4.5369153,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day0.png,-6.259168,-3.7586825,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day1.png,-6.785601,-1.8265773,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day2.png,-6.372812,-4.565428,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day0.png,-5.590222,-3.9823256,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day1.png,-8.616708,1.6960542,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day2.png,-8.561808,2.1783068,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_Hoechst.png,17.039394,5.512986,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day0.png,-5.4230084,-4.22028,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day1.png,-8.679974,-0.85751474,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day0.png,-6.335563,-2.0981817,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day2.png,-8.563086,2.0561602,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day1.png,-8.088081,2.100249,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day2.png,-7.5460353,4.4192286,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_Hoechst.png,15.899052,3.3068683,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day0.png,-5.4860845,-3.5954647,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day1.png,-5.6436296,-5.243677,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day2.png,-8.49812,3.0503938,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day0.png,-3.1175778,-5.349079,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day1.png,-7.39121,0.008515777,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day2.png,-8.409104,2.4921052,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_Hoechst.png,14.592292,0.19620615,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day0.png,-1.7380713,-6.836256,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day1.png,-7.536823,-0.3531318,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day2.png,-6.3942184,-4.78973,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day0.png,-7.8046703,3.6977544,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day1.png,-7.7366123,3.911155,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day2.png,-8.143256,2.0422184,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_Hoechst.png,16.903421,5.7976165,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day0.png,-7.9037256,-2.534379,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day1.png,-8.258052,1.9974582,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day2.png,-8.174129,2.0120177,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day0.png,-7.7845626,3.8082118,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day2.png,-7.8281302,3.3453186,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day1.png,-7.6167793,4.3245525,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_Hoechst.png,17.022808,5.812164,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_TRITC_Day0.png,-8.246045,1.3616418,1
