filename,umap_x,umap_y,final_cluster_id
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site3_FITC_Day0.png,8.018368,-3.0680048,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site3_FITC_Day1.png,3.0691576,-3.0449255,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site3_FITC_Day2.png,0.12996602,-2.163395,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site3_TRITC_Day0.png,7.2120256,-2.4002123,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site3_TRITC_Day1.png,2.0069818,-2.1056342,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site3_TRITC_Day2.png,0.28560847,-2.9143565,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_FITC_Day0.png,7.6091886,-2.6070523,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_FITC_Day1.png,5.3972983,-3.799986,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_FITC_Day2.png,0.13518366,-1.6824137,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_TRITC_Day0.png,7.1568265,-2.1986887,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_TRITC_Day1.png,4.111383,-2.9503758,0
NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_TRITC_Day2.png,0.34231856,-2.5553417,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_FITC_Day0.png,8.852093,-3.0014107,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_FITC_Day1.png,1.9438567,-2.7585173,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_FITC_Day2.png,-1.9126976,-3.0630784,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_TRITC_Day0.png,8.960788,-3.1677485,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_TRITC_Day1.png,1.422396,-2.3117096,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_TRITC_Day2.png,-1.6659182,-3.2361274,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_FITC_Day0.png,10.43791,-2.8588586,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_FITC_Day1.png,9.587113,-2.9097347,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_FITC_Day2.png,9.52617,-4.611055,1
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_TRITC_Day0.png,10.622883,-3.0026045,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_TRITC_Day1.png,9.252476,-2.768657,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_TRITC_Day2.png,9.770171,-4.5681233,1
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_FITC_Day0.png,1.0844231,-3.616112,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_FITC_Day1.png,-0.107792705,-3.9237094,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_FITC_Day2.png,-0.613209,-3.9299662,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_TRITC_Day0.png,1.0079911,-3.7677832,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_TRITC_Day1.png,0.091189764,-3.9240425,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_TRITC_Day2.png,-0.33690113,-4.0873585,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_FITC_Day0.png,2.763196,-3.5892658,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_FITC_Day1.png,5.7396746,-4.9497547,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_FITC_Day2.png,1.256936,-4.4299955,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_TRITC_Day0.png,2.9005167,-3.7636957,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_TRITC_Day1.png,4.814754,-4.7699256,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_TRITC_Day2.png,1.1411582,-4.3974032,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_FITC_Day0.png,11.848445,-3.04139,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_FITC_Day1.png,8.012342,-2.7628572,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_FITC_Day2.png,-0.59782887,-3.9317164,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_TRITC_Day0.png,11.799916,-3.071049,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_TRITC_Day1.png,8.016611,-2.6766195,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_TRITC_Day2.png,1.2239015,-4.725743,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_FITC_Day0.png,7.6458507,-3.6848686,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_FITC_Day1.png,5.9158583,-3.1633453,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_FITC_Day2.png,3.3552716,-4.893654,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_TRITC_Day0.png,7.515734,-3.7156818,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_TRITC_Day1.png,5.692164,-3.0526097,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_TRITC_Day2.png,4.8255634,-4.980727,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_FITC_Day0.png,8.534943,-4.594621,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_FITC_Day1.png,-1.6067606,-2.7806053,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_FITC_Day2.png,1.0362647,-4.6420364,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_TRITC_Day0.png,6.404397,-5.072799,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_TRITC_Day1.png,-0.8863867,-3.5981858,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_TRITC_Day2.png,2.632333,-4.992084,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_FITC_Day0.png,8.007435,-3.1703856,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_FITC_Day1.png,0.72393864,-4.461569,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_FITC_Day2.png,-4.0655103,-0.42781872,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_TRITC_Day0.png,7.77579,-3.3262217,-1
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_TRITC_Day1.png,0.861289,-4.5657525,0
NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_TRITC_Day2.png,-4.0929956,-0.41766933,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_FITC_Day0.png,8.099946,-2.615678,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_FITC_Day1.png,7.1342936,-3.4359336,-1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day0.png,7.4980507,-2.1507385,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day2.png,-2.1908634,-1.6046345,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day1.png,6.1051946,-2.6416895,-1
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day0.png,9.667222,-2.2756224,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day1.png,1.5312816,-1.9779103,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day2.png,0.44041044,-3.5327196,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_TRITC_Day2.png,2.4251678,-4.5084295,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_FITC_Day0.png,0.98912966,-1.9557953,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_FITC_Day1.png,0.89230365,-2.593973,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day0.png,0.464821,-1.4165423,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day1.png,0.39187723,-2.02732,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day2.png,-2.5787108,-2.1409466,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_FITC_Day0.png,12.906082,-2.8271613,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_FITC_Day1.png,4.737088,-4.936189,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day0.png,12.925746,-2.7985551,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day1.png,4.152111,-4.550788,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day2.png,-1.9476821,-1.7682201,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day0.png,8.556781,-2.9087446,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day1.png,5.5141006,-4.8133035,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day2.png,-2.2890375,-2.4458802,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day0.png,7.4291425,-2.5107815,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day1.png,4.775011,-4.6259847,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day2.png,-1.2553242,-3.448551,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day0.png,11.018954,-2.3952332,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day1.png,5.7935605,-3.0384746,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day2.png,0.93948936,-3.763213,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day0.png,10.866441,-2.263049,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day1.png,4.6508484,-2.304568,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day2.png,2.7735991,-4.8451447,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day0.png,2.3994324,-4.0827265,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day1.png,-3.3959932,-1.0172591,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day2.png,-3.5720904,-0.8624221,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day0.png,1.722646,-3.5631866,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day1.png,-3.9116225,-0.023083173,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day2.png,-3.3704786,-1.5134321,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day0.png,5.0559573,-4.190362,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day1.png,8.878894,-4.734615,-1
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day2.png,-0.60957557,-2.7606559,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day0.png,5.070039,-4.1747212,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day1.png,8.675583,-4.73448,0
NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day2.png,-0.7122088,-2.9454277,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day0.png,8.925124,-2.851485,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day1.png,4.255115,-2.9498055,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day2.png,9.719883,-4.449524,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day0.png,7.677694,-2.219246,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day1.png,5.617433,-3.8081586,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day2.png,9.468362,-4.3572774,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day0.png,6.9439406,-2.3732383,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day1.png,0.4084357,-1.5601852,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day2.png,-0.44962043,-3.3475237,-1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day0.png,6.7286406,-2.156938,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day2.png,-0.99871963,-2.7803614,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day1.png,0.77940625,-1.875636,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day0.png,8.951686,-4.048007,-1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day1.png,10.001954,-4.3190503,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day2.png,-1.0946132,-3.416746,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day0.png,6.1545496,-3.5836,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day1.png,8.569189,-4.7597613,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day2.png,-1.9221969,-2.696917,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day0.png,3.2826707,-2.4587147,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day1.png,0.1260652,-2.9172843,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day2.png,-2.0559509,-2.6126497,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day1.png,0.8504955,-3.8212857,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day0.png,3.1642072,-2.0962553,-1
NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day2.png,-2.433084,-2.0765276,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day0.png,10.095169,-2.858905,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day1.png,4.0731134,-2.105467,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day2.png,9.610254,-4.6108313,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day0.png,9.977833,-2.7530088,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day1.png,4.1952066,-2.2830098,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day2.png,9.710773,-4.563625,1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day0.png,13.197818,-2.5640857,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day1.png,5.204095,-2.790268,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day2.png,-2.14734,-1.4022126,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day0.png,13.156177,-2.5848992,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day1.png,5.021543,-2.829444,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day2.png,-2.437468,-0.98786116,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day0.png,5.7400584,-3.1018608,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day1.png,0.32747495,-2.0936484,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day2.png,-0.15546365,-3.2215765,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day0.png,5.988139,-3.11084,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day1.png,0.25549784,-2.3754187,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day2.png,-0.10679177,-3.1054835,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day0.png,6.006992,-4.139144,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day1.png,7.036833,-4.36799,-1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day2.png,4.517251,-5.048537,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day0.png,5.994309,-4.0656376,0
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day1.png,6.827435,-4.5604873,-1
NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day2.png,4.2693205,-5.013367,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day0.png,5.3373375,-2.0221016,-1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day1.png,11.464209,-2.793017,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day2.png,-3.5434952,-0.92679685,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day0.png,1.7602936,-2.3662038,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day1.png,4.020466,-4.5784836,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day2.png,0.698039,-2.6007898,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day1.png,-0.49255025,-1.868754,-1
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day0.png,6.2455597,-3.7200117,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day1.png,2.4522922,-4.4161487,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day0.png,9.695511,-2.5140216,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day1.png,7.093725,-3.0532792,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day2.png,-3.9574764,-0.34599385,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day0.png,7.9308033,-2.2643676,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day1.png,2.637018,-2.175976,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day0.png,0.43514434,-1.8426144,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day1.png,3.810413,-2.270953,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day2.png,-3.5647192,-0.9599746,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day0.png,1.9786831,-2.4533722,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day1.png,-0.16422293,-3.6787772,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day2.png,0.60382086,-4.0965195,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day1.png,-2.0928466,-1.858245,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day0.png,6.875871,-2.281334,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day1.png,-2.035722,-2.409651,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day2.png,-3.2744765,-1.1217792,0
NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day0.png,4.6051235,-2.0114288,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day0.png,10.818876,-3.2256858,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day1.png,0.043972515,-2.942697,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_FITC_Day2.png,-4.2104335,0.19434698,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day0.png,11.712664,-3.0793774,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day1.png,0.5043835,-3.1137364,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site1_TRITC_Day2.png,6.5857067,-4.57862,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day0.png,10.495335,-2.8162782,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day1.png,5.619407,-3.8975027,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_FITC_Day2.png,-3.584309,-1.2536656,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day0.png,11.47393,-2.9688742,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day1.png,10.497892,-3.9713342,1
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site2_TRITC_Day2.png,-3.4702854,-1.4036843,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day0.png,1.0497977,-1.9686433,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day1.png,2.946473,-2.69312,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_FITC_Day2.png,-1.8369857,-2.0674412,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day0.png,5.184948,-4.037371,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day1.png,3.225629,-2.7959845,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site3_TRITC_Day2.png,5.849397,-4.9008307,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day0.png,6.194922,-3.3362808,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day1.png,-1.8573,-2.0564437,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_FITC_Day2.png,-2.60238,-1.584047,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day0.png,6.498842,-3.4389424,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day1.png,0.5330254,-4.12839,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day0.png,3.7924101,-2.6801467,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_250nM_BT549_site4_TRITC_Day2.png,-2.3369868,-1.6543765,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day1.png,-2.0560985,-1.061655,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_FITC_Day2.png,-4.3640304,0.49872124,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day0.png,5.9863653,-3.1087303,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day1.png,6.8425465,-4.9848647,-1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site1_TRITC_Day2.png,-3.6159446,-1.2065449,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day0.png,9.699053,-2.7735944,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day1.png,0.7657072,-1.9283817,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_FITC_Day2.png,-2.8097,-1.2372546,-1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day0.png,12.414917,-2.9660015,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day1.png,0.8377707,-2.3613074,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site2_TRITC_Day2.png,6.109837,-5.1872525,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day0.png,-3.6213784,0.048718907,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day1.png,-3.864664,0.114452586,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_FITC_Day2.png,-2.1837137,-1.1493205,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day0.png,2.7406945,-4.6028037,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day1.png,-2.0303795,-1.3123891,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site3_TRITC_Day2.png,-2.147936,-1.1512175,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day0.png,-3.6357696,0.006053349,0
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day2.png,-3.4149883,-0.17260794,-1
NCI Images/breast/bt549/nybd1/NYBD1-C11_500nM_BT549_site4_FITC_Day1.png,-4.1458335,0.35805506,0
