file_path,focus_score,status
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site2_FITC_Day2.png,444.2836429297344,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A11_250nM_BT549_site4_FITC_Day1.png,4342.272393877339,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A11_500nM_BT549_site2_FITC_Day1.png,734.2331913444816,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site2_TRITC_Day2.png,10.659321653692352,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site2_TRITC_Day1.png,106.48661005262312,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site2_FITC_Day0.png,9664.86040140117,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_250nM_BT549_site4_TRITC_Day0.png,404.13561179951216,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_FITC_Day1.png,48.83668426731276,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_TRITC_Day2.png,68.50031199328778,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site1_TRITC_Day0.png,6562.538307915595,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_TRITC_Day0.png,70.3165351917847,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site1_FITC_Day1.png,7301.969849580175,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_TRITC_Day0.png,112.99417293224818,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_TRITC_Day2.png,84.05737276014797,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site4_FITC_Day2.png,4669.825726915604,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site1_FITC_Day0.png,9160.920118055757,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_FITC_Day0.png,13.99066560576267,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site2_TRITC_Day0.png,4966.079599422668,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_FITC_Day1.png,50.97660437601972,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site1_FITC_Day2.png,3785.672693562203,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site2_FITC_Day1.png,3812.018141353351,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site4_FITC_Day0.png,7792.052320041826,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site4_TRITC_Day0.png,4982.446476317196,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site3_FITC_Day2.png,477.7285119224674,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site2_FITC_Day2.png,4862.4868479366505,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site2_TRITC_Day1.png,9711.081951649161,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site3_TRITC_Day0.png,6589.443289230938,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site2_TRITC_Day2.png,9392.456816072778,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site1_TRITC_Day2.png,9363.57314708378,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_TRITC_Day1.png,274.8509959727123,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site4_FITC_Day1.png,3780.454538603787,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site3_FITC_Day2.png,5067.606003613189,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site3_TRITC_Day0.png,1976.3755964566851,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site1_FITC_Day2.png,2395.889424247768,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A2_500nM_BT549_site4_FITC_Day2.png,380.6950565270873,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site1_FITC_Day2.png,1348.0115731409776,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site2_FITC_Day0.png,2758.502410927347,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site4_TRITC_Day1.png,9902.9141007177,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site2_FITC_Day0.png,9663.579419980591,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site4_TRITC_Day2.png,6472.799873381284,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site3_FITC_Day2.png,7009.1938502167795,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site1_TRITC_Day1.png,5248.933963961782,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site2_FITC_Day2.png,2764.873467615503,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site2_FITC_Day1.png,1383.273845486584,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site1_TRITC_Day2.png,10083.583273585067,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site1_TRITC_Day2.png,7640.4037167134065,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site1_FITC_Day1.png,4425.179423640238,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site4_TRITC_Day0.png,2734.623271637756,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A4_250nM_BT549_site1_TRITC_Day0.png,437.3018828985317,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_250nM_BT549_site3_FITC_Day0.png,10453.321790225136,OK
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A3_500nM_BT549_site1_TRITC_Day1.png,9387.06129211682,OK
