file_path,mean_score
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site3_TRITC_Day1.png,41.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site3_TRITC_Day2.png,20.86
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_FITC_Day0.png,13.13
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_FITC_Day1.png,18.94
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_FITC_Day2.png,53.19
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_Hoechst.png,9.26
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_TRITC_Day0.png,33.54
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_TRITC_Day1.png,39.58
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B6_500nM_BT549_site4_TRITC_Day2.png,25.24
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_FITC_Day0.png,15.92
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_FITC_Day1.png,16.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_FITC_Day2.png,19.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_Hoechst.png,6.59
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_TRITC_Day0.png,8.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_TRITC_Day1.png,28.86
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site1_TRITC_Day2.png,22.72
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_FITC_Day0.png,12.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_FITC_Day1.png,7.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_FITC_Day2.png,9.01
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_Hoechst.png,7.31
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_TRITC_Day0.png,5.89
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_TRITC_Day1.png,16.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site2_TRITC_Day2.png,12.38
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_FITC_Day0.png,24.31
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_FITC_Day1.png,17.16
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_FITC_Day2.png,16.87
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_Hoechst.png,10.87
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_TRITC_Day0.png,18.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_TRITC_Day1.png,22.68
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site3_TRITC_Day2.png,20.53
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_FITC_Day0.png,18.1
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_FITC_Day1.png,11.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_FITC_Day2.png,13.11
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_Hoechst.png,12.15
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_TRITC_Day0.png,12.37
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_TRITC_Day1.png,18.98
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_250nM_BT549_site4_TRITC_Day2.png,20.54
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_FITC_Day0.png,11.33
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_FITC_Day1.png,9.91
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_FITC_Day2.png,16.86
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_Hoechst.png,9.29
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_TRITC_Day0.png,8.22
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_TRITC_Day1.png,13.02
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site1_TRITC_Day2.png,18.07
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_FITC_Day0.png,12.11
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_FITC_Day1.png,11.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_FITC_Day2.png,11.07
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_Hoechst.png,7.56
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_TRITC_Day0.png,8.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_TRITC_Day1.png,17.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site2_TRITC_Day2.png,12.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_FITC_Day0.png,10.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_FITC_Day1.png,18.41
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_FITC_Day2.png,15.98
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_Hoechst.png,10.92
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_TRITC_Day0.png,10.13
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_TRITC_Day1.png,19.79
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site3_TRITC_Day2.png,16.03
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_FITC_Day0.png,11.06
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_FITC_Day1.png,15.97
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_FITC_Day2.png,25.01
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_Hoechst.png,11.08
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_TRITC_Day0.png,8.92
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_TRITC_Day1.png,18.03
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B7_500nM_BT549_site4_TRITC_Day2.png,28.88
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_FITC_Day0.png,17.19
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_FITC_Day1.png,17.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_FITC_Day2.png,65.71
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_Hoechst.png,6.19
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day0.png,36.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day2.png,33.56
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site1_TRITC_Day1.png,38.38
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day0.png,26.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day1.png,38.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_FITC_Day2.png,53.72
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_Hoechst.png,6.77
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_TRITC_Day0.png,57.63
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_TRITC_Day1.png,75.48
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site2_TRITC_Day2.png,24.39
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_FITC_Day0.png,27.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_FITC_Day1.png,23.68
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_FITC_Day2.png,59.86
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_Hoechst.png,9.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day0.png,51.24
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day1.png,42.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site3_TRITC_Day2.png,31.19
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_FITC_Day0.png,2.53
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_FITC_Day1.png,20.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_FITC_Day2.png,65.36
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_Hoechst.png,10.91
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day0.png,4.79
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day1.png,38.02
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_250nM_BT549_site4_TRITC_Day2.png,29.56
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day0.png,16.21
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day1.png,12.58
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_FITC_Day2.png,35.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_Hoechst.png,6.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day0.png,27.97
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day1.png,21.77
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site1_TRITC_Day2.png,20.69
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day0.png,24.45
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day1.png,20.1
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_FITC_Day2.png,36.37
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_Hoechst.png,5.86
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day0.png,46.27
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day1.png,39.37
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site2_TRITC_Day2.png,21.91
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day0.png,14.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day1.png,30.79
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_FITC_Day2.png,45.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_Hoechst.png,11.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day0.png,23.99
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day1.png,48.06
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site3_TRITC_Day2.png,28.56
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day0.png,13.33
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day1.png,11.33
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_FITC_Day2.png,31.51
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_Hoechst.png,11.16
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day0.png,19.12
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day1.png,17.76
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B8_500nM_BT549_site4_TRITC_Day2.png,18.98
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day0.png,24.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day1.png,35.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_FITC_Day2.png,11.12
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_Hoechst.png,7.19
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day0.png,48.96
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day1.png,20.48
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site1_TRITC_Day2.png,18.57
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day0.png,18.46
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day1.png,51.48
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_FITC_Day2.png,19.11
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_Hoechst.png,7.11
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day0.png,36.63
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day2.png,31.87
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site2_TRITC_Day1.png,34.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day0.png,13.99
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day1.png,23.37
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_FITC_Day2.png,21.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_Hoechst.png,10.12
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day0.png,30.51
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day1.png,15.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site3_TRITC_Day2.png,34.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day0.png,25.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day1.png,36.67
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_FITC_Day2.png,30.38
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_Hoechst.png,10.93
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day1.png,22.38
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day0.png,42.46
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_250nM_BT549_site4_TRITC_Day2.png,44.31
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day0.png,8.68
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day1.png,28.81
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_FITC_Day2.png,9.17
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_Hoechst.png,6.32
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day0.png,13.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day1.png,19.13
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site1_TRITC_Day2.png,12.57
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day0.png,22.83
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day1.png,23.77
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_FITC_Day2.png,24.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_Hoechst.png,7.58
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day0.png,34.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day1.png,17.21
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site2_TRITC_Day2.png,35.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day0.png,12.96
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day1.png,31.71
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_FITC_Day2.png,20.62
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_Hoechst.png,9.79
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day0.png,17.45
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day1.png,22.13
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site3_TRITC_Day2.png,26.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day0.png,13.92
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day1.png,23.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_FITC_Day2.png,13.67
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_Hoechst.png,10.81
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day0.png,20.42
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day1.png,15.82
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-B9_500nM_BT549_site4_TRITC_Day2.png,20.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day0.png,51.51
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day1.png,69.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_FITC_Day2.png,59.87
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day0.png,91.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_Hoechst.png,6.61
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day1.png,104.73
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site1_TRITC_Day2.png,98.05
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day0.png,65.89
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day1.png,26.45
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_FITC_Day2.png,52.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_Hoechst.png,6.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day0.png,113.14
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day1.png,65.09
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site2_TRITC_Day2.png,91.66
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day0.png,43.93
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day1.png,31.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_FITC_Day2.png,40.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_Hoechst.png,9.24
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day0.png,84.41
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day1.png,72.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site3_TRITC_Day2.png,86.72
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day0.png,30.07
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day1.png,31.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_FITC_Day2.png,72.29
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_Hoechst.png,9.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day0.png,70.54
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day1.png,73.09
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_250nM_BT549_site4_TRITC_Day2.png,99.51
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day0.png,22.71
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day1.png,21.93
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_FITC_Day2.png,53.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_Hoechst.png,6.59
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day0.png,49.78
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day1.png,59.36
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site1_TRITC_Day2.png,103.63
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day0.png,42.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day1.png,31.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_FITC_Day2.png,41.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_Hoechst.png,6.41
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day0.png,81.47
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day1.png,73.7
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site2_TRITC_Day2.png,75.54
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day0.png,38.59
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day1.png,27.61
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_FITC_Day2.png,27.78
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_Hoechst.png,9.73
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day0.png,75.65
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day1.png,58.31
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site3_TRITC_Day2.png,63.39
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day0.png,22.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day1.png,38.89
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_FITC_Day2.png,45.02
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day0.png,50.14
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_Hoechst.png,9.51
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-C10_500nM_BT549_site4_TRITC_Day1.png,73.0
