file_path,mean_score
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E6_500nM_BT549_site4_FITC_Day1.png,7.96
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E6_500nM_BT549_site4_FITC_Day2.png,17.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E6_500nM_BT549_site4_Hoechst.png,8.56
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E6_500nM_BT549_site4_TRITC_Day0.png,15.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E6_500nM_BT549_site4_TRITC_Day1.png,15.19
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E6_500nM_BT549_site4_TRITC_Day2.png,10.45
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site1_FITC_Day0.png,112.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site1_FITC_Day1.png,85.47
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site1_FITC_Day2.png,66.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site1_Hoechst.png,8.18
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site1_TRITC_Day0.png,57.27
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site1_TRITC_Day1.png,105.65
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site1_TRITC_Day2.png,101.56
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_FITC_Day0.png,114.99
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_FITC_Day1.png,54.92
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_FITC_Day2.png,77.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_Hoechst.png,6.66
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_TRITC_Day0.png,69.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_TRITC_Day1.png,95.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site2_TRITC_Day2.png,111.31
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_FITC_Day0.png,100.78
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_FITC_Day1.png,47.37
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_FITC_Day2.png,76.48
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_Hoechst.png,13.71
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_TRITC_Day0.png,59.15
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_TRITC_Day1.png,88.96
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site3_TRITC_Day2.png,115.73
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_FITC_Day0.png,113.17
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_FITC_Day1.png,64.19
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_FITC_Day2.png,44.48
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_TRITC_Day0.png,50.21
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_Hoechst.png,9.91
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_TRITC_Day1.png,103.33
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_250nM_BT549_site4_TRITC_Day2.png,83.65
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_FITC_Day0.png,96.7
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_FITC_Day1.png,28.69
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_FITC_Day2.png,26.59
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_Hoechst.png,6.58
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_TRITC_Day1.png,72.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_TRITC_Day0.png,47.63
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site1_TRITC_Day2.png,67.16
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_FITC_Day0.png,93.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_FITC_Day1.png,38.42
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_FITC_Day2.png,40.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_Hoechst.png,6.75
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_TRITC_Day0.png,41.07
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_TRITC_Day1.png,91.86
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site2_TRITC_Day2.png,102.68
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_FITC_Day0.png,96.2
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_FITC_Day1.png,40.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_FITC_Day2.png,25.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_Hoechst.png,11.09
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_TRITC_Day0.png,44.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_TRITC_Day1.png,95.91
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site3_TRITC_Day2.png,69.57
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_FITC_Day0.png,62.71
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_FITC_Day1.png,33.02
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_FITC_Day2.png,62.19
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_Hoechst.png,11.67
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_TRITC_Day0.png,22.66
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_TRITC_Day1.png,77.64
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E7_500nM_BT549_site4_TRITC_Day2.png,105.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_FITC_Day0.png,122.81
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_FITC_Day1.png,51.58
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_FITC_Day2.png,103.47
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_Hoechst.png,6.36
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_TRITC_Day0.png,128.72
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_TRITC_Day1.png,96.09
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site1_TRITC_Day2.png,77.05
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_FITC_Day0.png,83.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_FITC_Day1.png,50.8
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_FITC_Day2.png,104.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_Hoechst.png,7.89
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_TRITC_Day0.png,111.35
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_TRITC_Day1.png,103.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site2_TRITC_Day2.png,96.18
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_FITC_Day0.png,83.32
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_FITC_Day1.png,81.07
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_FITC_Day2.png,116.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_Hoechst.png,9.97
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_TRITC_Day0.png,106.26
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_TRITC_Day1.png,110.02
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site3_TRITC_Day2.png,103.01
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_FITC_Day0.png,71.55
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_FITC_Day1.png,81.78
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_FITC_Day2.png,105.36
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_Hoechst.png,11.62
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_TRITC_Day0.png,101.48
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_TRITC_Day1.png,112.02
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_250nM_BT549_site4_TRITC_Day2.png,49.74
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_FITC_Day0.png,83.06
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_FITC_Day1.png,83.29
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_FITC_Day2.png,102.52
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_Hoechst.png,6.76
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_TRITC_Day0.png,96.72
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_TRITC_Day1.png,111.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site1_TRITC_Day2.png,75.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_FITC_Day0.png,100.84
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_FITC_Day1.png,70.92
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_FITC_Day2.png,95.24
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_Hoechst.png,6.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_TRITC_Day0.png,111.39
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_TRITC_Day1.png,118.33
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site2_TRITC_Day2.png,35.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_FITC_Day0.png,72.38
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_FITC_Day1.png,69.67
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_FITC_Day2.png,102.82
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_Hoechst.png,10.73
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_TRITC_Day0.png,88.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_TRITC_Day1.png,102.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site3_TRITC_Day2.png,44.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_FITC_Day0.png,101.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_FITC_Day1.png,77.54
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_FITC_Day2.png,104.47
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_Hoechst.png,13.21
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_TRITC_Day0.png,106.46
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_TRITC_Day1.png,114.74
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E8_500nM_BT549_site4_TRITC_Day2.png,56.18
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_FITC_Day0.png,16.72
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_FITC_Day1.png,18.73
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_FITC_Day2.png,27.61
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_Hoechst.png,6.58
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_TRITC_Day0.png,16.12
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_TRITC_Day1.png,19.05
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site1_TRITC_Day2.png,26.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_FITC_Day0.png,9.34
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_FITC_Day1.png,14.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_FITC_Day2.png,32.39
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_Hoechst.png,5.77
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_TRITC_Day0.png,11.32
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_TRITC_Day1.png,11.76
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site2_TRITC_Day2.png,36.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_FITC_Day0.png,22.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_FITC_Day1.png,25.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_FITC_Day2.png,36.1
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_Hoechst.png,9.42
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_TRITC_Day0.png,14.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_TRITC_Day1.png,27.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site3_TRITC_Day2.png,37.27
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_FITC_Day0.png,15.02
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_FITC_Day1.png,28.68
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_FITC_Day2.png,27.09
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_Hoechst.png,10.94
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_TRITC_Day0.png,16.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_TRITC_Day1.png,26.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_250nM_BT549_site4_TRITC_Day2.png,27.82
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_FITC_Day0.png,15.68
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_FITC_Day1.png,17.36
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_FITC_Day2.png,57.64
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_Hoechst.png,5.71
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_TRITC_Day0.png,13.26
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_TRITC_Day1.png,31.35
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site1_TRITC_Day2.png,29.9
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_FITC_Day0.png,25.7
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_FITC_Day1.png,13.06
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_FITC_Day2.png,57.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_Hoechst.png,7.18
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_TRITC_Day0.png,11.74
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_TRITC_Day1.png,31.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site2_TRITC_Day2.png,21.96
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_FITC_Day0.png,41.54
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_FITC_Day1.png,22.06
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_FITC_Day2.png,56.87
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_Hoechst.png,8.89
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_TRITC_Day0.png,17.63
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_TRITC_Day1.png,46.61
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site3_TRITC_Day2.png,20.33
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_FITC_Day0.png,29.26
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_FITC_Day1.png,16.74
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_FITC_Day2.png,42.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_Hoechst.png,9.13
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_TRITC_Day0.png,20.63
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_TRITC_Day1.png,43.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-E9_500nM_BT549_site4_TRITC_Day2.png,16.24
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_FITC_Day0.png,11.63
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_FITC_Day1.png,28.81
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_FITC_Day2.png,29.78
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_Hoechst.png,6.72
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_TRITC_Day0.png,27.18
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_TRITC_Day1.png,57.4
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site1_TRITC_Day2.png,47.3
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_FITC_Day0.png,10.12
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_FITC_Day1.png,20.72
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_FITC_Day2.png,13.99
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_Hoechst.png,6.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_TRITC_Day0.png,25.46
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_TRITC_Day1.png,44.35
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site2_TRITC_Day2.png,27.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_FITC_Day0.png,10.93
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_FITC_Day1.png,14.21
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_FITC_Day2.png,19.57
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_Hoechst.png,9.35
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_TRITC_Day0.png,21.84
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_TRITC_Day1.png,34.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site3_TRITC_Day2.png,45.0
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_FITC_Day0.png,25.93
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_FITC_Day1.png,16.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_FITC_Day2.png,23.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_Hoechst.png,16.33
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_TRITC_Day0.png,53.35
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_TRITC_Day1.png,32.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_250nM_BT549_site4_TRITC_Day2.png,56.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_FITC_Day0.png,14.61
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_FITC_Day1.png,21.86
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_FITC_Day2.png,27.15
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_Hoechst.png,6.94
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_TRITC_Day0.png,26.5
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_TRITC_Day1.png,43.21
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site1_TRITC_Day2.png,47.43
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_FITC_Day0.png,6.65
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_FITC_Day1.png,20.79
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_FITC_Day2.png,27.85
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_Hoechst.png,6.36
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_TRITC_Day0.png,11.95
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_TRITC_Day1.png,32.89
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site2_TRITC_Day2.png,40.51
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_FITC_Day0.png,13.49
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_FITC_Day1.png,14.66
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_FITC_Day2.png,21.98
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_Hoechst.png,11.21
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_TRITC_Day0.png,20.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_TRITC_Day1.png,20.52
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site3_TRITC_Day2.png,36.58
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_FITC_Day0.png,12.23
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_FITC_Day1.png,15.98
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_FITC_Day2.png,23.28
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_Hoechst.png,11.44
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_TRITC_Day0.png,21.89
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_TRITC_Day1.png,23.96
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F10_500nM_BT549_site4_TRITC_Day2.png,32.46
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site1_FITC_Day0.png,17.38
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-F11_250nM_BT549_site1_FITC_Day1.png,15.88
