file_path,mean_score,bg_mean,sig_mean,sbr_score
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site3_FITC_Day2.png,18.83,16.0,38.0,2.375
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site3_TRITC_Day0.png,12.37,10.0,26.0,2.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site3_TRITC_Day1.png,62.08,60.0,92.0,1.533
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site3_TRITC_Day2.png,38.84,37.0,59.0,1.595
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site4_FITC_Day0.png,38.96,38.0,58.0,1.526
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site4_FITC_Day1.png,8.74,7.0,18.0,2.571
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site4_FITC_Day2.png,17.85,15.0,39.0,2.6
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site4_TRITC_Day0.png,16.62,13.0,37.0,2.846
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site4_TRITC_Day1.png,20.85,20.0,31.0,1.55
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A7_500nM_BT549_site4_TRITC_Day2.png,43.52,41.0,65.0,1.585
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A8_250nM_BT549_site1_FITC_Day0.png,11.97,8.0,34.0,4.25
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A8_250nM_BT549_site1_FITC_Day1.png,13.11,8.0,41.0,5.125
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A8_250nM_BT549_site1_FITC_Day2.png,39.26,36.0,68.0,1.889
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A8_250nM_BT549_site1_TRITC_Day0.png,30.24,27.0,51.0,1.889
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A8_250nM_BT549_site1_TRITC_Day1.png,30.33,28.0,57.0,2.036
../data/png_converted/NCI Images/breast/bt549/nybd1/NYBD1-A8_250nM_BT549_site1_TRITC_Day2.png,22.22,17.0,54.0,3.176
